name,ingredients,prep_time,cook_time,state,course,People_liked,demand_increase_per_year,Profit_Per-Item
kaddu palak roti  ,"1 cup Whole Wheat Flour,1 cup Spinach - chopped,1 cup Kaddu (Parangikai/ Pumpkin) - grated (red one preferably),1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Coriander Powder (Dhania),1/2 teaspoon Cumin seeds (Jeera),1/4 teaspoon Salt,Water - as required for dough,Sunflower Oil - as required for rotis",10,25,North Indian Recipes,Indian Breakfast,979,439,18
iranian baida curry ,"4 Whole Egg,1 Onion - chopped,1 tablespoon Jaggery,Salt - to taste,Sunflower Oil,1 sprig Coriander (Dhania) Leaves,1/4 cup Fresh coconut - grated,2 tablespoon Coriander (Dhania) Seeds,3 Dry Red Chilli,1 tablespoon Sesame seeds (Til seeds),1 tablespoon Poppy seeds,1 inch Ginger - chopped,5 cloves Garlic - chopped,8 Badam (Almond)",10,30,Middle Eastern,Lunch,204,128,17
vegan chickpea omelette  ,"1 cup Gram flour (besan),1/2 cup Coconut milk,3/4 cup Water,1 inch Ginger - grated,2 cloves Garlic - grated,1/2 teaspoon Ajwain (Carom seeds),1/4 teaspoon Asafoetida (hing),1/4 teaspoon Turmeric powder (Haldi),1/4 teaspoon Baking soda,2-3 Green Chillies - finely chopped,1 Onion - finely chopped,1 Tomato - finely chopped,Coriander (Dhania) Leaves - A handful finely chopped,Salt - to taste,Sunflower Oil - for cooking",20,30,North Indian Recipes,North Indian Breakfast,758,174,7
peanut pudding  ,"1 cup Rice flour,1 cup Water,1 teaspoon Sunflower Oil,1/4 teaspoon Salt,1 cups White Urad Dal (Whole) - soaked for 4 hours,2 Green Chillies - chopped,1 inch Ginger - chopped,1/4 teaspoon Asafoetida (hing),Salt - to taste,1 teaspoon Sesame (Gingelly) Oil,1 teaspoon Mustard seeds,1 sprig Curry leaves - finely chopped",10,30,Maharashtrian Recipes,Snack,503,651,5
singapore style chicken layered fried rice ,"300 grams Boneless chicken - cut into 1/2 inch cubed,2 Spring Onion Greens - finely chopped,2 Green Chillies - chopped,1 teaspoon Garlic - minced,1 tablespoons Soy sauce,1 tablespoon Lemon juice,1 teaspoon Black pepper powder,1/2 teaspoon Red Chilli powder,1/2 teaspoon Cumin powder (Jeera),1 tablespoon Red Chilli sauce,1 tablespoon Sweet and Spicy Red Chilli Sauce (Tomato Chilli Sauce),Salt - to taste,1 tablespoon Red Chilli sauce,3 teaspoons Sunflower Oil,2 cups Rice - soaked for 10 minutes,1 tablespoons Garlic - crushed,1 tablespoons Ginger - crushed,2 Green Chillies - slit and roasted,1 Green Bell Pepper (Capsicum) - sliced,1 Spring Onion (Bulb & Greens) - chopped,1 Onions - cubed,1 Carrots (Gajjar) - cubed,Salt - to taste,1 teaspoon Chinese 5 Spice Powder,1 teaspoon White pepper powder,3 teaspoons Sunflower Oil,250 grams Egg noodles - boiled and tossed in a teaspoon oil,1/2 cup Classic Mayonnaise (With Egg),2 tablespoons Tomato Ketchup,2 tablespoons Red Chilli sauce,1 tablespoon Vinegar",30,45,Asian,Main Course,900,677,17
tofu pulao ,"1 cup rice, 2 tablespoons ghee, 1 teaspoon cumin seeds, 1 bay leaf, 1 lentil sugar, 3 long, 2 green chillies - chopped, 1 tablespoon ginger garlic paste, 2 onions - chopped, 2 tomatoes - chopped Take, 1/2 capsicum (green) - red or yellow, 1/2 teaspoon red chilli powder, 1/2 teaspoon turmeric powder, 1 teaspoon coriander powder, 1/2 teaspoon garam masala powder, 1 cup tofu - cut, salt - according to taste, coriander - to garnish",20,45,Indian,Dinner,462,670,29
masala sandwich  with rocket leaves,"100 grams Paneer (Homemade Cottage Cheese),2 Potatoes (Aloo) - boiled and mashed,1 Onion - julienned,1 inch Ginger - grated,2 cloves Garlic - grated,2 Green Bell Pepper (Capsicum) - julienned,3 Tomatoes - finely chopped,Pav bhaji masala - to taste,Salt - to taste,2 tablespoons Coriander (Dhania) Leaves - finely chopped,French bread - or rye bread to make sandwiches,Rocket leaves - or salad leaves for the sandwich",15,15,Fusion,Indian Breakfast,641,656,4
tomato relish ,"2 cups Tomatoes - chopped,1/2 Onion - finely chopped,1/2 cup Red Wine Vinaigrette,1/2 Dried oregano,2 cloves Garlic - minced,1/2 Black pepper powder,1/2 Dijon Mustard,3 tablespoon Cane sugar,2 to 3 tablespoons Extra Virgin Olive Oil,Salt - to taste",0,30,Continental,Side Dish,472,826,7
dubuk vade  ,"2 Onions - finely chopped,4 cloves Garlic - chopped,1/4 cup Fresh coconut - grated,1/2 cup Coriander (Dhania) Leaves - chopped,1 teaspoon Cumin seeds (Jeera),1 tablespoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),3 tablespoon Garam masala powder,Salt - to taste,1/2 cup Gram flour (besan),1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Salt - to taste",10,35,Maharashtrian Recipes,Lunch,840,633,6
radish soup ,"8 Mooli/ Mullangi (Radish) - purple one,2 cups Water,1/4 teaspoon Garam masala powder,1/2 teaspoon Salt,1/2 teaspoon Black pepper powder,Mooli/ Mullangi (Radish) - slices,Coriander (Dhania) Leaves - as required for garnish (chopped)",10,30,Indian,Side Dish,286,825,19
mango donut cake  with chocolate glaze,"1-1/2 cups Vivatta Maida,3/4 cup Mango Pulp (Puree),1-1/2 teaspoons Baking powder,1/4 teaspoon Baking soda,1/4 cup Sunflower Oil,1/4 cup Sugar,1/4 teaspoon Salt,1 teaspoon Vanilla Extract,150 grams Dark chocolate - chopped,1/4 cup Fresh cream,2 tablespoons Cocoa Powder,3 Sugar - powdered",25,26,Continental,Dessert,137,218,4
matar paneer kachori korma  ,"1 cup All Purpose Flour (Maida),2 tablespoons Sunflower Oil,1/2 teaspoons Ajwain (Carom seeds),Salt - to taste,Sunflower Oil - as required for frying,1 cup Green peas (Matar),1 cup Paneer (Homemade Cottage Cheese) - crumbled,1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1 teaspoon Amchur (Dry Mango Powder),1/2 teaspoon Turmeric powder (Haldi),2 teaspoons Sunflower Oil,Salt and Pepper - to taste,1 cup Onion - chopped,1 cup Homemade tomato puree,1 teaspoon Ginger Garlic Paste,12 Whole cashews,1/2 cup Curd (Dahi / Yogurt),2 Cloves (Laung),1 Mace (Javitri),2 Cardamom (Elaichi) Pods/Seeds,1 inch Cinnamon Stick (Dalchini),1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Garam masala powder,1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Kasuri Methi (Dried Fenugreek Leaves),1/2 teaspoon Sugar,Salt - to taste,Coriander (Dhania) Leaves - as required,Fresh cream - as required for garnishing,2 tablespoons Sunflower Oil",50,30,North Indian Recipes,Lunch,288,688,18
zucchini roll up lasagne ,"3 Green zucchini - thinly sliced,Salt - to taste,Extra Virgin Olive Oil - for cooking,1/2 cup Mozzarella cheese - grated,1-1/2 Green zucchini - finely chopped,1 Red Bell pepper (Capsicum) - finely chopped,1 Onion - finely  chopped,4 cloves Garlic - finely diced,1 teaspoon Dried Thyme Leaves,1 teaspoon Rosemary,1 teaspoon Red Chilli flakes,Salt - to taste,500 grams Tomatoes,1 Onion - finely chopped,8 cloves Garlic - finely chopped,2 teaspoons Black pepper corns - crushed,2 teaspoon Red Chilli flakes,1 teaspoon Sugar,1/4 cup Basil leaves - chopped,Salt - to taste",20,45,Continental,Dinner,740,491,1
thengai sadam  ,"1 cup Fresh coconut - grated,2-1/2 cups Cooked rice,1 teaspoon Mustard seeds,2 teaspoons White Urad Dal (Split),2 teaspoons Chana dal (Bengal Gram Dal),1 Raw Peanuts (Moongphali) - fistful,1 sprig Curry leaves,3 or 4 Green Chillies - finely chopped,1 teaspoon Ginger - grated,1 + 1 tablespoon Coconut Oil,Salt - to taste",30,30,South Indian Recipes,Lunch,500,651,28
karwar style ambade udid methi  ,"5 Hog Plum (Amtekai) - (Ambade),3/4 cup Fresh coconut - grated,1/4 teaspoon Turmeric powder (Haldi),1 tablespoon Coriander (Dhania) Seeds,1 teaspoon Black Urad Dal (Split),1 teaspoon Rice - (raw rice),1/4 teaspoon Methi Seeds (Fenugreek Seeds),6 Whole Black Peppercorns,4 Dry Red Chilli,2 tablespoons Jaggery,1 pinch Asafoetida (hing),1 Karela (Bitter Gourd/ Pavakkai) - (Small),Salt - to taste,2 teaspoons Sunflower Oil,2 teaspoons Sunflower Oil,1/2 teaspoon Mustard seeds,1 pinch Asafoetida (hing)",25,25,Coastal Karnataka,Lunch,465,948,22
roasted cauliflower ,"2 cups Cauliflower (gobi),4 Garlic - sliced,2 teaspoon Cumin seeds (Jeera) - roasted and crushed,1 teaspoon Coriander Powder (Dhania),2 teaspoon Black pepper powder - or red chilli powder,3 tablespoon Extra Virgin Olive Oil,1/4 cup Anardana Powder (Pomegranate Seed Powder),2 tablespoons Pomegranate molasses - orhoney (optional but recommended),Fresh Herbs - Handful of herbs of choice like basil,Salt - to taste",15,25,South Indian Recipes,Dinner,145,997,29
pain viennois | vienna bread ,"325 ml Lukewarm Water,14 grams Active dry yeast,2 tablespoons Sugar,30 grams Milk Powder,500 grams Vivatta Maida - or half of bread flour,1 tablespoon Salt - or to taste,3 tablespoons Butter (unsalted),Egg white - for brushing (or milk)",120,15,European,Main Course,249,491,24
crunchy ginger capsicum rice ,"2 cups Basmati rice - cooked,1 Yellow Bell Pepper (Capsicum),1 Red Bell pepper (Capsicum),1 Green Bell Pepper (Capsicum),2 Green Chillies - finely chopped,2 inch Ginger - grated,2 teaspoon Butter,2 teaspoon Sesame seeds (Til seeds) - mixed black and white,Salt - to taste",20,20,Indian,Lunch,724,228,9
bengali chirer payesh / poha pudding  with nolen gur,"1/2 cup Poha (Flattened rice),2 tablespoons Rice flour,2 1/2 liter Milk,1 cup Nolen Gur - or brown sugar,2 Cardamom (Elaichi) Pods/Seeds,8-10 Mixed nuts - almonds/cashews,1 tablespoon Raisins,1 pinch Saffron strands - and a little more for garnish,pinch Salt",15,30,Bengali Recipes,Dessert,537,816,18
makhan  ,"2 cups Fresh cream,1 cup Water",10,0,North Indian Recipes,Side Dish,970,300,27
shanghai style chap nian gao s ,"1 cup Rice flour,Salt - to taste,Sunflower Oil - for cooking,1 Bok Choy - sliced,1 Carrot (Gajjar) - thinly sliced,1/2 cup Cabbage (Patta Gobi/ Muttaikose),1/2 cup Button mushrooms - quartered,2 tablespoons Corn flour,1 tablespoon Dark soy sauce,1 tablespoon Bean Paste,1 teaspoon Red Chilli sauce,1 teaspoon Sugar,Sunflower Oil - for cooking,Salt - to taste",90,10,Chinese,One Pot Dish,328,282,2
white pumpkin mor kuzhambu  ,"1-1/2 cups Curd (Dahi / Yogurt) - thick,1/2 cup Fresh coconut,1 cup Vellai Poosanikai (Ash gourd/White Pumpkin) - cubed,4 Green Chillies,1/4 teaspoon Black pepper powder,1/3 cup Water,1/4 teaspoon Turmeric powder (Haldi),Salt - as per your taste,1 teaspoon Coconut Oil,1/4 teaspoon Mustard seeds,1/4 teaspoon Methi Seeds (Fenugreek Seeds),1 sprig Curry leaves,1 Dry Red Chilli",10,25,Kerala Recipes,Lunch,711,781,13
paneer and green peas paratha  ,"1/2 cup green peas - make paste, 1 cup cheese - crumble, cut 1 inch ginger - 1 green chili - chopped, 1 tsp turmeric powder, 2 tsp red chili powder, 1 tsp mango powder Powder, 1 tsp coriander powder, salt - according to taste, 1 cup wheat flour, salt - according to taste, oil - according to use, water - lukewarm",20,45,North Indian Recipes,North Indian Breakfast,149,142,20
elephant yam raita ,"250 grams Elephant yam, 1/2 green chilli, 1 inch ginger, 3 tablespoons coriander - chopped, salt - as per taste, 1 cup curd, 1 teaspoon oil, asafetida - a pinch, 1-1 / 2 teaspoon Rye, 1-1 / 2 teaspoon Kali Urad Dal (Split)",15,25,Indian,Side Dish,241,510,4
drunken noodles  ,"200 grams rice noodles, 1/2 cup baby corn - cut, 1/4 cup capsicum (red) - cut, 1/4 cup capsicum (yellow) - cut, 1/4 cup capsicum (green) - cut, 1/4 cup Thai Basil leaves - cut, 1/3 cup green onions, 6 cloves garlic - finely chopped, 1 inch ginger - finely chopped, 1/2 tbsp brown sugar, 1/2 Tbsp honey, 1 tbsp soy sauce, 1 tbsp fish sauce, 1 tbsp Sriracha sauce",10,25,Thai,Main Course,528,207,2
chettinad style prawn biryani ,"200 grams Shrimps - or prawns,1-1/2 cups Basmati rice,4-5 Shallots,1 tablespoon Ginger - paste,1 tablespoon Garlic - paste,3 tablespoons Fresh coconut - grated,1 teaspoon Green Chilli - paste,1/2 cup Hung Curd (Greek Yogurt),2 sprig Curry leaves,1 cup Sunflower Oil,2 tablespoons Ghee,1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Garam masala powder,5-6 Whole Black Peppercorns,4 Cardamom (Elaichi) Pods/Seeds,2 Black cardamom (Badi Elaichi),1 inch Cinnamon Stick (Dalchini),2 Bay leaves (tej patta),2-3 Dry Red Chilli,1/2 teaspoon Cumin seeds (Jeera)",30,25,Chettinad,Lunch,114,712,19
walnut and flax seed trail mix  with figs and honey,"1 cup Walnuts,1 cup Dried Figs,1/3 cup Flax seeds,1/3 cup Honey,1/2 cup Roasted Peanuts (Moongphali),1 teaspoon Cinnamon Powder (Dalchini)",5,20,Continental,World Breakfast,974,892,6
murgh malaiwala  ,"500 gram Chicken - cut into pieces,2 teaspoon Ginger - paste,1 teaspoon Garlic - paste,2 tablespoon Fresh cream,1 tablespoon Badam (Almond) - paste,1/2 teaspoon Lemon juice,1/4 teaspoon Black pepper powder,Salt - to taste,1 Onion - sliced,1/2 cup Fresh cream,1 cup Milk,2 Cardamom Powder (Elaichi),1 inch Cinnamon Stick (Dalchini),2 Bay leaf (tej patta),2 teaspoon Kasuri Methi (Dried Fenugreek Leaves),4 teaspoon Ghee",150,30,North Indian Recipes,Lunch,730,918,12
paal kesari  ,"1/2 cup Sooji (Semolina/ Rava),1/2 teaspoon Ghee - for roasting the rava,3 cups Milk,3/4 cup Sugar,5 Saffron strands - (lightly powdered using mortar and pestle),1 Cardamom (Elaichi) Pods/Seeds - crushed (optional),1 teaspoon Ghee,5 Cashew nuts,5 Raisins,1 Mixed dry fruits - chopped",10,25,South Indian Recipes,Dessert,579,313,24
spicy lemon chicken kebab ,"1 Chicken breasts - cut into cubes,1 Red Bell pepper (Capsicum) - cut into squares,1 Onion - cut into chunks,1 Lemon juice,1 teaspoon Dried Thyme Leaves,1 teaspoon Red Chilli flakes,1 teaspoon Black pepper powder,2 tablespoon Extra Virgin Olive Oil,Salt - to taste",60,30,Indian,Appetizer,791,182,9
paneer butter masala biryani  ,"1 cup rice, 2 cups water, 1 tsp ghee, 1 cardamom, 2 long, 1 star anise, 1/2 inch cinnamon, 2 whole black pepper, salt - as per taste, 1 bay leaf, 1/4 cup onion - bottom Take, 1 sprig of green coriander, 1 sprig of mint, 200 grams of cottage cheese - cut into 1/2 inch cube, 2 tomatoes, 2 tablespoons cream, 1 onion - chop, 1 inch ginger, 3 cloves garlic, 1 green chili , 1 tsp cardamom powder, 1/2 tsp cumin powder, 1/2 tsp garam masala powder, 1/2 tsp red chilli powder, 1 tsp kasoori methi, 1 tsp honey, salt - oil, as per taste - As per use, 1 tbsp cashews - for garnish",20,25,North Indian Recipes,Main Course,119,522,24
gond ke ladoo  ,"150 grams Goond (Edible Gum),350 grams Ghee,400 grams Whole Wheat Flour,400 grams Sugar - powdered,50 grams Dry coconut (kopra),50 grams Badam (Almond) - chopped,50 grams Cashew nuts - chopped",15,60,North Indian Recipes,Dessert,956,611,3
mukhadi halwa  ,"1 cup Sooji (Semolina/ Rava),3 tablespoons All Purpose Flour (Maida),1 cup Milk - +1/3 cup extra,1 cup Sugar,3/4 cup Ghee",15,25,North Indian Recipes,Dessert,100,971,18
kobari charu  ,"2-1 / 2 cups coconut milk, 1 cup water, 1/4 cup roasted chana lentils, 6 green chillies - do more or less as you wish, 1 teaspoon oil, 1/2 teaspoon mustard, 1/4 small Spoon turmeric powder, 1/2 teaspoon cumin seeds, curry leaves - little, salt - as per taste, coriander leaves - little",10,40,South Indian Recipes,Lunch,598,768,17
basil tincture   ,"2 cups Water,1 Tulsi (holy basil),1/2 teaspoon Black pepper powder,1/2 teaspoon Dry ginger powder,1 teaspoon Palm sugar - (Panakalkandu)",5,5,Indian,Side Dish,134,114,3
carrot corn mayo pancake  with sandwich spread,"2 Carrot (Gajjar) - peeled and grated,3/4 cup Sweet corn - blanched,1 cup Whole Wheat Flour,1 Onion - finely chopped,5 tablespoons Del Monte Sandwich Spread,1/4 cup Coriander (Dhania) Leaves - finely chopped,1/3 cup Curd (Dahi / Yogurt) - whisked,3 Whole Eggs,1 teaspoon Baking powder,1/4 teaspoon Baking soda,1 Green Chillies - finely chopped,Butter - as required,Salt - to taste,Black pepper powder - to taste",15,40,Continental,World Breakfast,234,875,16
tamil nadu style spicy egg fry ,"2 Whole Eggs,Sunflower Oil - for frying,3 tablespoons Roasted Gram Dal (Pottukadalai),2 Dry Red Chillies,1 inch Ginger - chopped,4 cloves Garlic,1 tablespoon Whole Black Peppercorns,Salt - to taste",5,30,Tamil Nadu,Appetizer,162,268,12
chirer dudh puli  ,"2 cups Fresh coconut - grated,1 cup Palm jaggery - use date palm jaggery,1 cup Poha (Flattened rice),1/2 cup All Purpose Flour (Maida),1/4 cup Sooji (Semolina/ Rava),4 tablespoons Milk - warm,1 liter Milk,3/4 cup Palm jaggery - use date palm jaggery",20,20,Bengali Recipes,Dessert,666,410,28
waffle broth  ,"1 tablespoon Gingelly oil,1/4 teaspoon Mustard seeds,1/4 teaspoon Methi Seeds (Fenugreek Seeds),Asafoetida (hing) - a pinch,3 Dry Red Chillies,1/2 cup Pearl onions (Sambar Onions) - halved,1 sprig Curry leaves,3 Urad dal papad - broken in to quarters,1 cup Tamarind Water,1 teaspoon Sambar Powder,1 tablespoon Jaggery,1/4 teaspoon Turmeric powder (Haldi),3 cups Water,Salt - as needed",5,20,South Indian Recipes,Lunch,208,197,7
kashmiri style modur pulao with pomegranate ,"1 cup Basmati rice - soaked for 1/2 hour,3 Cinnamon Stick (Dalchini),2 Cloves (Laung),1 Cardamom (Elaichi) Pods/Seeds,3/4 cup Milk - (adjust),1-1/2 cup Water,1 pinch Saffron strands,1 teaspoon Cumin powder (Jeera) - roasted,1 teaspoon Sunflower Oil,Salt - to taste,1/2 cup Anardana Powder (Pomegranate Seed Powder) - cleaned,2 teaspoon Cashew nuts,3 teaspoon Badam (Almond),2-5 teaspoon Raisins - optional,4 Dates - pitted and sliced,Ghee - as required",40,120,Kashmiri,Lunch,794,256,14
north indian style mushroom matar masala ,"1 cup Button mushrooms - chopped,1 cup Green peas (Matar) - boiled,Sunflower Oil - as required,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Mustard seeds,Asafoetida (hing) - a pinch,1 Onion - chopped,1 Onion - paste,1 Tomato - paste,1 tablespoon Ginger Garlic Paste,1 Green Chilli - chopped,1/2 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1/4 teaspoon Garam masala powder,Water - as required,2 sprig Coriander (Dhania) Leaves - chopped",10,30,North Indian Recipes,Lunch,842,541,22
dhania chole masala  ,"1/2 cup Coriander (Dhania) Leaves - chopped,4 Green Chillies,1 inch Ginger,Salt - to taste,1 Lemon - juice extracted,2 cups Kabuli Chana (White Chickpeas) - soaked overnight,1 tablespoon Ghee,1 Onion - finely chopped,1 inch Ginger - finely chopped,3 cloves Garlic - finely chopped,1 Cinnamon Stick (Dalchini),1 Bay leaf (tej patta),1 Brown cardamom (Badi Elaichi),1 teaspoon Black Salt (Kala Namak),1/4 teaspoon Garam masala powder,1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Black Salt (Kala Namak),Salt - to taste,Salt - to taste",480,60,North Indian Recipes,Main Course,375,856,20
capsicum masala poriyal ,"1 teaspoon oil, 1 teaspoon mustard, 1 capsicum (yellow) - cut, 1 capsicum (red) - cut, 1 capsicum (green) - cut, 1 onion - cut, curry leaves - little , Salt - as per taste, 1/2 cup peanuts - roast, 1 tablespoon coconut, 4 dry red chillies, 3 cloves garlic - unpeeled, 1 teaspoon cumin seeds, 4 sprig green coriander - chopped",38,25,South Indian Recipes,Lunch,958,405,29
kerala style raw banana and suran kotu curry  ,"1/2 cup raw banana - chopped, 1/2 cup suran - chopped, 1/2 cup black gram, 1/2 teaspoon turmeric powder, 1/2 teaspoon red chili powder, salt - as per taste, 1/2 2 tsp cumin seeds, 1 cup coconut - grated, 1/4 tsp whole black pepper, 3 cloves garlic, 1 green chili, 1 tsp oil, 1/2 tsp mustard",360,20,Kerala Recipes,Dinner,971,872,14
cheese stuffed aloo bonda ,"4 Potatoes (Aloo) - boiled and mashed,50 grams Mozzarella cheese - cut into 1/2 inch pieces,1 teaspoon Mustard seeds,1 inch Ginger - grated,1 Onion - finely chopped,2 Green Chillies - chopped,1/4 teaspoon Asafoetida (hing),1/2 teaspoon Turmeric powder (Haldi),Coriander (Dhania) Leaves - small bunch,Sunflower Oil - as needed,1 cup Gram flour (besan),1 teaspoon Turmeric powder (Haldi),Salt - to taste",15,30,Indian,Snack,487,107,7
dahi wale paneer  ,"400 grams Paneer (Homemade Cottage Cheese),3 cloves Garlic - chopped,2 inch Ginger - chooped,2 Fresh Red chillies - chopped,1 teaspoon Red Bell pepper (Capsicum) - chopped,1 teaspoon Cumin powder (Jeera),2 teaspoon Coriander Powder (Dhania),1 tablespoon Garam masala powder,100 gram Curd (Dahi / Yogurt),1 tablespoon Butter,2 Onions - sliced,2 tablespoons Homemade tomato puree,2 tablespoon Whole cashews - or almonds (paste),50 grams Fresh cream,1 tablespoon Coriander (Dhania) Leaves - to garnish,1 tablespoon Lemon juice,1/4 teaspoon Turmeric powder (Haldi),1 tablespoon Lemon juice,1/4 teaspoon Turmeric powder (Haldi)",65,15,North Indian Recipes,Lunch,615,509,1
